Date,SPY,XLK,XLF,XLE,GLD,SLV,GSG,BTC-USD,ETH-USD,TLT
2024-01-18,463.7283935546875,96.44220733642578,36.06282043457031,37.17955017089844,187.3699951171875,20.809999465942383,20.3700008392334,41262.05859375,2467.018798828125,84.98287200927734
2024-01-19,469.5093078613281,98.66521453857422,36.642452239990234,37.30051803588867,187.92999267578125,20.670000076293945,20.350000381469727,41618.40625,2489.49853515625,85.25470733642578
2024-01-20,,,,,,,,41665.5859375,2469.589111328125,
2024-01-21,,,,,,,,41545.78515625,2453.9130859375,
2024-01-22,470.501953125,99.09898376464844,36.816341400146484,37.44010543823242,187.22000122070312,20.219999313354492,20.5,39507.3671875,2310.826416015625,85.7621078491211
2024-01-23,471.8741760253906,99.49822235107422,36.87430191040039,37.519195556640625,187.9499969482422,20.530000686645508,20.59000015258789,39845.55078125,2240.68603515625,85.0825424194336
2024-01-24,472.3900146484375,100.18336486816406,37.01921463012695,38.05425262451172,186.39999389648438,20.709999084472656,20.770000457763672,40077.07421875,2233.561767578125,84.58418273925781
2024-01-25,474.9592590332031,100.60234069824219,37.202762603759766,38.91034698486328,187.13999938964844,20.940000534057617,21.059999465942383,39933.80859375,2217.710205078125,85.13690948486328
2024-01-26,474.35589599609375,99.44400787353516,37.3380126953125,39.19880676269531,187.00999450683594,20.860000610351562,21.25,41816.87109375,2267.19970703125,84.97380828857422
2024-01-27,,,,,,,,42120.0546875,2267.885986328125,
2024-01-28,,,,,,,,42035.59375,2257.208740234375,
2024-01-29,478.11248779296875,100.35588836669922,37.43461227416992,39.14297866821289,188.3300018310547,21.209999084472656,21.020000457763672,43288.24609375,2317.064208984375,85.95238494873047
2024-01-30,477.7427062988281,99.52780151367188,37.90798568725586,39.547760009765625,188.58999633789062,21.190000534057617,21.200000762939453,42952.609375,2344.49365234375,86.73164367675781
2024-01-31,469.9472351074219,97.43787384033203,37.44427490234375,38.8079833984375,188.4499969482422,20.90999984741211,20.940000534057617,42582.60546875,2282.54443359375,87.58338165283203
2024-02-01,476.09796142578125,98.66521453857422,37.50223159790039,38.8033332824707,190.41000366210938,21.209999084472656,20.639999389648438,43075.7734375,2303.82470703125,89.3013916015625
2024-02-02,481.1099853515625,99.68553924560547,37.656803131103516,38.859169006347656,188.61000061035156,20.75,20.3700008392334,43185.859375,2308.0380859375,87.3288345336914
2024-02-03,,,,,,,,42992.25,2296.038330078125,
2024-02-04,,,,,,,,42583.58203125,2289.546142578125,
2024-02-05,479.35821533203125,99.91226959228516,37.43461227416992,38.76145935058594,187.57000732421875,20.469999313354492,20.469999313354492,42658.66796875,2298.888916015625,85.56539154052734
2024-02-06,480.7499694824219,99.45387268066406,37.51189422607422,38.88707733154297,188.5500030517578,20.510000228881836,20.59000015258789,43084.671875,2372.201904296875,86.40166473388672
2024-02-07,484.7596130371094,100.76992797851562,37.792057037353516,38.9661750793457,188.5,20.329999923706055,20.719999313354492,44318.22265625,2423.7451171875,85.98350524902344
2024-02-08,484.9737548828125,101.08538055419922,37.64714431762695,39.366310119628906,188.3300018310547,20.649999618530273,21.030000686645508,45301.56640625,2419.906494140625,85.48355865478516
2024-02-09,487.7765808105469,102.44581604003906,37.753414154052734,38.76145935058594,187.60000610351562,20.68000030517578,21.06999969482422,47147.19921875,2487.515625,85.31084442138672
2024-02-10,,,,,,,,47771.27734375,2501.228271484375,
2024-02-11,,,,,,,,48293.91796875,2507.570556640625,
2024-02-12,487.5624694824219,101.66702270507812,37.927303314208984,39.18950653076172,187.11000061035156,20.760000228881836,21.110000610351562,49958.22265625,2658.115966796875,85.41083526611328
2024-02-13,480.8472900390625,99.94184112548828,37.41529083251953,38.79402542114258,184.52999877929688,20.200000762939453,21.079999923706055,49742.44140625,2642.185302734375,83.94731903076172
2024-02-14,485.2170104980469,100.98681640625,37.772735595703125,38.756805419921875,184.4199981689453,20.440000534057617,20.850000381469727,51826.6953125,2777.90234375,84.37455749511719
2024-02-15,488.56488037109375,100.77485656738281,38.41999053955078,39.83622741699219,185.66000366210938,20.940000534057617,21.010000228881836,51938.5546875,2824.37890625,84.81089782714844
2024-02-16,486.1318054199219,99.84819793701172,38.28473663330078,39.812965393066406,186.33999633789062,21.389999389648438,21.110000610351562,52160.203125,2803.69140625,84.32003021240234
2024-02-17,,,,,,,,51662.99609375,2786.672607421875,
2024-02-18,,,,,,,,52122.546875,2878.998046875,
2024-02-19,,,,,,,,51779.14453125,2943.57470703125,
2024-02-20,483.45550537109375,98.83280181884766,38.17847442626953,39.45005416870117,187.47000122070312,21.06999969482422,21.0,52284.875,3013.503662109375,84.39273071289062
2024-02-21,483.8934631347656,98.21174621582031,38.294403076171875,40.189823150634766,187.47999572753906,20.959999084472656,21.09000015258789,51839.1796875,2970.35546875,83.79280090332031
2024-02-22,493.9078674316406,101.42550659179688,38.7387809753418,40.259620666503906,187.55999755859375,20.81999969482422,21.15999984741211,51304.97265625,2971.00732421875,84.20185089111328
2024-02-23,494.24847412109375,101.18889617919922,38.93199920654297,39.99441146850586,188.6199951171875,20.989999771118164,20.860000610351562,50731.94921875,2921.658203125,85.32902526855469
2024-02-24,,,,,,,,51571.1015625,2992.385986328125,
2024-02-25,,,,,,,,51733.23828125,3112.697265625,
2024-02-26,492.4382629394531,101.28748321533203,38.7387809753418,40.13399887084961,188.1999969482422,20.6200008392334,21.049999237060547,54522.40234375,3178.99365234375,85.07449340820312
2024-02-27,493.3530578613281,101.37621307373047,38.845054626464844,39.96185302734375,188.0,20.56999969482422,21.219999313354492,57085.37109375,3244.519287109375,84.47454833984375
2024-02-28,492.7010498046875,100.8980941772461,38.98996353149414,39.882755279541016,188.33999633789062,20.549999237060547,21.100000381469727,62504.7890625,3385.703857421875,85.01087188720703
2024-02-29,494.4723205566406,102.02190399169922,38.97064208984375,40.078163146972656,189.30999755859375,20.729999542236328,21.1200008392334,61198.3828125,3341.919677734375,85.6108169555664
2024-03-01,499.1145324707031,103.88510131835938,38.922340393066406,40.543434143066406,192.88999938964844,21.170000076293945,21.350000381469727,62440.6328125,3435.053955078125,86.14424896240234
2024-03-02,,,,,,,,62029.84765625,3422.0498046875,
2024-03-03,,,,,,,,63167.37109375,3490.99365234375,
2024-03-04,498.5792541503906,103.88510131835938,39.018951416015625,40.11073684692383,196.00999450683594,21.860000610351562,21.270000457763672,68330.4140625,3630.433837890625,85.79776763916016
2024-03-05,493.59637451171875,101.33184051513672,39.02860641479492,40.408504486083984,197.19000244140625,21.670000076293945,21.110000610351562,63801.19921875,3554.964599609375,87.0196533203125
2024-03-06,496.09759521484375,102.1352767944336,39.23147201538086,40.53413009643555,198.80999755859375,22.100000381469727,21.270000457763672,66106.8046875,3819.226318359375,87.5302963256836
2024-03-07,501.0220947265625,103.74708557128906,39.17351531982422,40.878421783447266,199.94000244140625,22.239999771118164,21.34000015258789,66925.484375,3874.34765625,87.4482192993164
2024-03-08,498.0148010253906,102.20428466796875,39.24113464355469,41.02265930175781,201.6300048828125,22.229999542236328,21.190000534057617,68300.09375,3892.06103515625,87.293212890625
2024-03-09,,,,,,,,68498.8828125,3915.4189453125,
2024-03-10,,,,,,,,69019.7890625,3881.193115234375,
2024-03-11,497.58660888671875,101.92333221435547,39.30876159667969,41.4460563659668,202.0,22.350000381469727,21.309999465942383,72123.90625,4066.445068359375,87.24761962890625
2024-03-12,502.9393310546875,104.01325988769531,39.47299575805664,41.380916595458984,199.7899932861328,22.09000015258789,21.280000686645508,71481.2890625,3980.273193359375,86.51810455322266
2024-03-13,502.1510314941406,102.8894271850586,39.7628059387207,42.041595458984375,201.19000244140625,22.790000915527344,21.610000610351562,73083.5,4006.45703125,86.09866333007812
2024-03-14,501.1582946777344,102.90914154052734,39.44401168823242,42.47429656982422,200.35000610351562,22.729999542236328,21.719999313354492,71396.59375,3883.140380859375,84.77645874023438
2024-03-15,497.7170715332031,101.35649871826172,39.405372619628906,42.59991455078125,199.7100067138672,23.030000686645508,21.809999465942383,69403.7734375,3735.22021484375,84.74908447265625
2024-03-16,,,,,,,,65315.1171875,3522.860107421875,
2024-03-17,,,,,,,,68390.625,3642.4130859375,
2024-03-18,500.675048828125,101.85466766357422,39.63130187988281,42.74718475341797,200.02999877929688,22.90999984741211,22.100000381469727,67548.59375,3517.985107421875,84.49378204345703
2024-03-19,503.4573669433594,102.3829345703125,39.82524108886719,43.234981536865234,199.8000030517578,22.790000915527344,22.100000381469727,61912.7734375,3157.6181640625,84.73087310791016
2024-03-20,508.11407470703125,103.52837371826172,40.300392150878906,43.174007415771484,202.17999267578125,23.290000915527344,21.93000030517578,67913.671875,3513.39306640625,84.70352935791016
2024-03-21,509.79327392578125,103.60242462158203,40.63008499145508,43.431968688964844,201.97000122070312,22.649999618530273,21.8799991607666,65491.390625,3492.9912109375,84.88589477539062
2024-03-22,508.82672119140625,103.63699340820312,40.16463851928711,43.33816909790039,200.35000610351562,22.559999465942383,21.799999237060547,63778.76171875,3333.68798828125,85.69745635986328
2024-03-23,,,,,,,,64062.203125,3336.593994140625,
2024-03-24,,,,,,,,67234.171875,3454.636474609375,
2024-03-25,507.4208679199219,102.95072937011719,40.00947952270508,43.74153137207031,200.99000549316406,22.579999923706055,21.979999542236328,69958.8125,3590.8837890625,85.26886749267578
2024-03-26,506.4837341308594,102.52610778808594,40.14523696899414,43.40382766723633,201.63999938964844,22.34000015258789,21.809999465942383,69987.8359375,3587.5048828125,85.5059585571289
2024-03-27,510.7401428222656,103.04945373535156,40.620384216308594,43.80719757080078,203.10000610351562,22.510000228881836,21.829999923706055,69455.34375,3500.115234375,86.35399627685547
2024-03-28,510.6424560546875,102.8272933959961,40.843414306640625,44.28091049194336,205.72000122070312,22.75,22.059999465942383,70744.953125,3561.2939453125,86.28103637695312
2024-03-29,,,,,,,,69892.828125,3511.80615234375,
2024-03-30,,,,,,,,69645.3046875,3507.9443359375,
2024-03-31,,,,,,,,71333.6484375,3647.8564453125,
2024-04-01,509.7541198730469,103.11363983154297,40.620384216308594,44.60922622680664,207.82000732421875,22.860000610351562,22.219999313354492,69702.1484375,3505.030029296875,84.67267608642578
2024-04-02,506.5130310058594,102.12126159667969,40.40705871582031,45.233036041259766,210.88999938964844,23.84000015258789,22.43000030517578,65446.97265625,3277.234619140625,84.20608520507812
2024-04-03,507.0694274902344,102.39281463623047,40.38766860961914,45.54259490966797,212.74000549316406,24.729999542236328,22.600000381469727,65980.8125,3311.44189453125,84.18778228759766
2024-04-04,500.8801574707031,100.77339172363281,39.931907653808594,45.51445388793945,211.52000427246094,24.489999771118164,22.770000457763672,68508.84375,3330.04052734375,84.79159545898438
2024-04-05,506.11273193359375,101.92870330810547,40.31009292602539,46.00224685668945,215.13999938964844,25.030000686645508,22.84000015258789,67837.640625,3318.88525390625,83.61140441894531
2024-04-06,,,,,,,,68896.109375,3354.183837890625,
2024-04-07,,,,,,,,69362.5546875,3453.49462890625,
2024-04-08,506.39581298828125,101.81021881103516,40.48463821411133,45.71144485473633,216.47999572753906,25.399999618530273,22.799999237060547,71631.359375,3695.292724609375,83.60224151611328
2024-04-09,506.9815368652344,102.32369995117188,40.25190353393555,45.72551727294922,217.6699981689453,25.719999313354492,22.68000030517578,69139.015625,3505.163330078125,84.37992858886719
2024-04-10,501.90509033203125,101.06964111328125,39.650699615478516,45.8662223815918,215.61000061035156,25.450000762939453,22.780000686645508,70587.8828125,3543.737060546875,82.54097747802734
2024-04-11,505.69293212890625,103.08895874023438,39.369483947753906,45.83338928222656,219.8000030517578,26.010000228881836,22.670000076293945,70060.609375,3505.247802734375,82.16587829589844
2024-04-12,498.71282958984375,101.42018127441406,38.84585189819336,45.08763885498047,216.88999938964844,25.6299991607666,22.690000534057617,67195.8671875,3243.034912109375,82.60503387451172
2024-04-13,,,,,,,,63821.47265625,3004.900390625,
2024-04-14,,,,,,,,65738.7265625,3156.94189453125,
2024-04-15,492.4649353027344,99.49467468261719,38.651912689208984,44.6655158996582,220.9499969482422,26.40999984741211,22.739999771118164,63426.2109375,3101.600341796875,81.32418823242188
2024-04-16,491.5667724609375,99.6131591796875,38.390106201171875,44.27622604370117,221.22000122070312,25.799999237060547,22.700000762939453,63811.86328125,3084.920166015625,80.78440856933594
2024-04-17,488.65753173828125,98.17643737792969,38.48706817626953,44.14957809448242,219.58999633789062,25.850000381469727,22.299999237060547,61276.69140625,2984.7275390625,81.68099212646484
2024-04-18,487.6519775390625,97.05567169189453,38.622825622558594,44.0135612487793,220.33999633789062,25.860000610351562,22.290000915527344,63512.75390625,3066.027587890625,81.26929473876953
2024-04-19,483.3955993652344,95.05611419677734,39.156158447265625,44.5435676574707,221.02999877929688,26.200000762939453,22.469999313354492,63843.5703125,3059.278564453125,81.56205749511719
2024-04-20,,,,,,,,64994.44140625,3157.627197265625,
2024-04-21,,,,,,,,64926.64453125,3147.28857421875,
2024-04-22,487.8472900390625,95.90532684326172,39.63130187988281,44.83436584472656,215.57000732421875,24.93000030517578,22.5,66837.6796875,3201.652099609375,81.42485809326172
2024-04-23,493.6363830566406,97.32723236083984,39.8834228515625,45.082950592041016,215.0399932861328,24.989999771118164,22.6299991607666,66407.2734375,3219.91162109375,81.45227813720703
2024-04-24,493.4020690917969,97.7715835571289,39.873722076416016,45.115779876708984,214.63999938964844,24.899999618530273,22.530000686645508,64276.8984375,3139.80517578125,80.87588500976562
2024-04-25,491.52764892578125,97.55928802490234,39.6410026550293,45.3221549987793,215.9199981689453,25.059999465942383,22.709999084472656,64481.70703125,3156.509521484375,80.30864715576172
2024-04-26,496.1843566894531,98.66028594970703,39.58281707763672,44.904720306396484,216.6199951171875,24.889999389648438,22.670000076293945,63755.3203125,3130.164794921875,80.72952270507812
2024-04-27,,,,,,,,63419.140625,3252.168212890625,
2024-04-28,,,,,,,,63113.23046875,3262.774658203125,
2024-04-29,497.9416198730469,99.08488464355469,39.524635314941406,45.20958709716797,216.17999267578125,24.829999923706055,22.59000015258789,63841.12109375,3215.428955078125,81.40652465820312
2024-04-30,490.0535888671875,96.90262603759766,39.13676071166992,43.86347198486328,211.8699951171875,24.049999237060547,22.270000457763672,60636.85546875,3012.286865234375,80.71121215820312
2024-05-01,488.4623107910156,95.91024780273438,39.13676071166992,43.16462326049805,213.7899932861328,24.270000457763672,21.829999923706055,58254.01171875,2969.78466796875,81.30613708496094
2024-05-02,493.0311279296875,97.29267883300781,39.233726501464844,43.413211822509766,213.1300048828125,24.360000610351562,21.860000610351562,59123.43359375,2988.16845703125,81.65502166748047
2024-05-03,499.1423645019531,100.00320434570312,39.32100296020508,43.41789627075195,212.9600067138672,24.219999313354492,21.850000381469727,62889.8359375,3103.5419921875,82.48129272460938
2024-05-04,,,,,,,,63891.47265625,3117.576416015625,
2024-05-05,,,,,,,,64031.1328125,3137.2490234375,
2024-05-06,504.29693603515625,101.17826080322266,39.82524108886719,43.76029586791992,215.1999969482422,25.06999969482422,22.040000915527344,63161.94921875,3062.728759765625,82.80262756347656
2024-05-07,504.8534240722656,100.84745788574219,39.960994720458984,43.71807861328125,214.2100067138672,24.920000076293945,22.030000686645508,62334.81640625,3006.5771484375,83.30757904052734
2024-05-08,504.9021911621094,101.1338119506836,40.106449127197266,43.66648483276367,213.5800018310547,24.950000762939453,22.020000457763672,61187.94140625,2973.6572265625,82.80262756347656
2024-05-09,507.8114013671875,101.10419464111328,40.40705871582031,44.25276565551758,216.9499969482422,25.860000610351562,22.1299991607666,63049.9609375,3036.0205078125,83.2065658569336
2024-05-10,508.465576171875,101.47943115234375,40.56221389770508,44.008880615234375,218.7100067138672,25.770000457763672,21.989999771118164,60792.77734375,2909.791259765625,82.73837280273438
2024-05-11,,,,,,,,60793.7109375,2911.60205078125,
2024-05-12,,,,,,,,61448.39453125,2928.701904296875,
2024-05-13,508.53375244140625,101.95833587646484,40.397361755371094,43.89162063598633,216.25999450683594,25.799999237060547,22.1200008392334,62901.44921875,2949.359619140625,82.94952392578125
2024-05-14,510.8670349121094,102.86183166503906,40.60099411010742,43.947906494140625,218.08999633789062,26.1299991607666,21.959999084472656,61552.7890625,2881.157958984375,83.4177474975586
2024-05-15,517.193115234375,105.17739868164062,40.901607513427734,44.0463981628418,220.88999938964844,27.1200008392334,22.09000015258789,66267.4921875,3037.056640625,84.5561752319336
2024-05-16,516.1289672851562,104.81204223632812,40.901607513427734,43.9244499206543,220.02999877929688,27.059999465942383,22.18000030517578,65231.58203125,2945.131103515625,84.47354888916016
2024-05-17,516.8709106445312,104.57999420166016,41.20220947265625,44.538875579833984,223.66000366210938,28.790000915527344,22.43000030517578,67051.875,3094.11865234375,83.90433502197266
2024-05-18,,,,,,,,66940.8046875,3122.948974609375,
2024-05-19,,,,,,,,66278.3671875,3071.843017578125,
2024-05-20,517.4664306640625,105.80936431884766,40.63978576660156,44.24808120727539,224.55999755859375,28.979999542236328,22.520000457763672,71448.1953125,3663.85546875,83.65646362304688
2024-05-21,518.7354736328125,105.98217010498047,40.901607513427734,44.032325744628906,224.22999572753906,29.270000457763672,22.440000534057617,70136.53125,3789.312744140625,84.08794403076172
2024-05-22,517.2418823242188,106.21915435791016,40.66887283325195,43.18807601928711,220.11000061035156,28.219999313354492,22.200000762939453,69122.3359375,3737.2177734375,84.18893432617188
2024-05-23,513.4639282226562,105.35513305664062,40.106449127197266,42.79409408569336,215.72000122070312,27.549999237060547,22.100000381469727,67929.5625,3776.92724609375,83.64727020263672
2024-05-24,516.8612060546875,106.24383544921875,40.348873138427734,42.85506820678711,215.9199981689453,27.739999771118164,22.219999313354492,68526.1015625,3726.9345703125,83.8951416015625
2024-05-25,,,,,,,,69265.9453125,3749.236572265625,
2024-05-26,,,,,,,,68518.09375,3825.8974609375,
2024-05-27,,,,,,,,69394.5546875,3892.0068359375,
2024-05-28,517.2223510742188,106.693115234375,39.90281677246094,43.29595947265625,218.19000244140625,29.239999771118164,22.670000076293945,68296.21875,3840.25634765625,82.69243621826172
2024-05-29,513.6005249023438,106.01673889160156,39.58281707763672,42.531436920166016,216.16000366210938,29.170000076293945,22.389999389648438,67578.09375,3763.196533203125,81.69173431396484
2024-05-30,510.19342041015625,103.59748840332031,39.79615020751953,42.65339279174805,216.57000732421875,28.420000076293945,22.079999923706055,68364.9921875,3746.849609375,82.48129272460938
2024-05-31,514.8402709960938,103.76042938232422,40.37796401977539,43.713382720947266,215.3000030517578,27.760000228881836,21.950000762939453,67491.4140625,3760.026611328125,83.04132843017578
2024-06-01,,,,,,,,67706.9375,3813.198974609375,
2024-06-02,,,,,,,,67751.6015625,3780.89599609375,
2024-06-03,515.2601318359375,104.02208709716797,40.12584686279297,42.56896209716797,217.22000122070312,27.889999389648438,21.549999237060547,68804.78125,3766.38916015625,84.38446807861328
2024-06-04,515.8361206054688,104.23933410644531,39.94160842895508,42.160911560058594,215.27000427246094,27.020000457763672,21.329999923706055,70567.765625,3812.515869140625,85.37019348144531
2024-06-05,521.966796875,106.55488586425781,40.05796432495117,42.15621566772461,217.82000732421875,27.399999618530273,21.479999542236328,71082.8203125,3864.260986328125,85.99662780761719
2024-06-06,521.9571533203125,106.19940185546875,40.03857421875,42.37665557861328,219.42999267578125,28.530000686645508,21.790000915527344,70757.1640625,3811.60595703125,85.86766815185547
2024-06-07,521.3226928710938,106.44625854492188,40.222816467285156,42.20780563354492,211.60000610351562,26.670000076293945,21.530000686645508,69342.5859375,3678.629150390625,84.29235076904297
2024-06-08,,,,,,,,69305.7734375,3680.949951171875,
2024-06-09,,,,,,,,69647.9921875,3705.90380859375,
2024-06-10,522.933349609375,106.71781158447266,40.06766891479492,42.52674102783203,213.5399932861328,27.1200008392334,21.920000076293945,69512.28125,3666.717529296875,83.73043823242188
2024-06-11,524.1927490234375,108.70256805419922,39.61190414428711,42.442325592041016,214.14999389648438,26.709999084472656,21.920000076293945,67332.03125,3498.33056640625,84.59636688232422
2024-06-12,528.4979858398438,111.10698699951172,39.573123931884766,41.987361907958984,214.72000122070312,27.030000686645508,22.020000457763672,68241.1875,3559.61767578125,85.23201751708984
2024-06-13,529.56201171875,111.98580932617188,39.544029235839844,41.602760314941406,212.97000122070312,26.43000030517578,22.0,66756.3984375,3469.28125,86.48486328125
2024-06-14,529.8842163085938,112.40547943115234,39.417972564697266,41.293209075927734,215.72999572753906,27.010000228881836,22.0,66011.09375,3480.27197265625,87.21266174316406
2024-06-15,,,,,,,,66191.0,3565.549560546875,
2024-06-16,,,,,,,,66639.046875,3620.5634765625,
2024-06-17,534.1015014648438,114.10880279541016,39.76705551147461,41.40108108520508,214.61000061035156,26.920000076293945,22.170000076293945,66490.296875,3511.37890625,86.34668731689453
2024-06-18,535.4585571289062,114.25199890136719,40.01918411254883,41.574623107910156,215.47000122070312,26.959999084472656,22.31999969482422,65140.74609375,3483.681396484375,87.13896942138672
2024-06-19,,,,,,,,64960.296875,3559.347412109375,
2024-06-20,534.0039672851562,112.96832275390625,40.23251724243164,42.339134216308594,218.16000366210938,28.0,22.360000610351562,64828.65625,3511.0869140625,86.5585708618164
2024-06-21,533.2880249023438,112.77082824707031,40.077362060546875,42.09524154663086,214.77999877929688,26.979999542236328,22.149999618530273,64096.19921875,3516.07568359375,86.5585708618164
2024-06-22,,,,,,,,64252.578125,3494.8134765625,
2024-06-23,,,,,,,,63180.796875,3418.61181640625,
2024-06-24,531.554443359375,110.0060806274414,40.489166259765625,43.15666961669922,215.6300048828125,27.0,22.350000381469727,60277.4140625,3350.25634765625,86.90866088867188
2024-06-25,533.6015014648438,112.02399444580078,40.18737030029297,43.255950927734375,214.55999755859375,26.399999618530273,22.09000015258789,61804.640625,3395.029052734375,87.05603790283203
2024-06-26,534.2674560546875,111.89541625976562,39.93425369262695,42.83043670654297,212.5800018310547,26.309999465942383,22.100000381469727,60811.27734375,3369.477294921875,85.8124008178711
2024-06-27,535.109619140625,111.94982147216797,39.885581970214844,42.92972183227539,214.99000549316406,26.450000762939453,22.299999237060547,61604.80078125,3444.800537109375,86.15322875976562
2024-06-28,533.0039672851562,111.89046478271484,40.021873474121094,43.0952033996582,215.00999450683594,26.56999969482422,22.149999618530273,60320.13671875,3373.635986328125,84.55030059814453
2024-06-29,,,,,,,,60887.37890625,3372.9677734375,
2024-06-30,,,,,,,,62678.29296875,3432.88916015625,
2024-07-01,534.1008911132812,112.7362060546875,40.1094856262207,43.118839263916016,215.57000732421875,26.850000381469727,22.43000030517578,62851.98046875,3440.341552734375,83.09105682373047
2024-07-02,537.6953735351562,113.30003356933594,40.5767822265625,43.08574676513672,215.55999755859375,26.969999313354492,22.469999313354492,62029.015625,3416.354736328125,83.73795318603516
2024-07-03,540.0947265625,114.82832336425781,40.450225830078125,43.274864196777344,217.99000549316406,27.84000015258789,22.530000686645508,60173.921875,3292.916748046875,84.83773040771484
2024-07-04,,,,,,,,56977.703125,3054.52197265625,
2024-07-05,543.2092895507812,115.17947387695312,40.440486907958984,42.59877014160156,220.92999267578125,28.479999542236328,22.56999969482422,56662.375,2981.5986328125,85.54008483886719
2024-07-06,,,,,,,,58303.5390625,3069.3779296875,
2024-07-07,,,,,,,,55849.109375,2929.38720703125,
2024-07-08,543.8361206054688,115.96586608886719,40.33340072631836,42.33873748779297,218.19000244140625,28.1299991607666,22.25,56705.09765625,3018.73193359375,85.72490692138672
2024-07-09,544.3649291992188,115.87189483642578,40.644935607910156,41.9652214050293,218.55999755859375,28.1200008392334,22.1200008392334,58009.2265625,3064.032958984375,85.34600067138672
2024-07-10,549.7515869140625,117.55348205566406,40.800697326660156,42.2489013671875,219.36000061035156,28.15999984741211,22.139999389648438,57742.49609375,3102.21875,85.614013671875
2024-07-11,545.0112915039062,114.61068725585938,41.1219596862793,42.688594818115234,223.25,28.68000030517578,22.25,57344.9140625,3100.330810546875,86.44575500488281
2024-07-12,548.4490966796875,115.63449096679688,41.25825500488281,42.797340393066406,223.11000061035156,28.1200008392334,22.15999984741211,57899.46484375,3134.15869140625,86.81542205810547
2024-07-13,,,,,,,,59231.953125,3177.19873046875,
2024-07-14,,,,,,,,60787.79296875,3244.0791015625,
2024-07-15,549.957275390625,115.84221649169922,41.861846923828125,43.445068359375,223.8300018310547,28.030000686645508,21.989999771118164,64870.15234375,3489.552734375,85.81732177734375
2024-07-16,553.2185668945312,115.45643615722656,42.3388786315918,43.638919830322266,228.2899932861328,28.610000610351562,21.8799991607666,65097.1484375,3443.513427734375,87.02793884277344
2024-07-17,545.4618530273438,110.96559143066406,42.660133361816406,44.073883056640625,227.22999572753906,27.670000076293945,22.0,64118.79296875,3388.75244140625,87.04644775390625
2024-07-18,541.2700805664062,110.97547149658203,42.1441650390625,44.15426254272461,225.77999877929688,27.200000762939453,21.829999923706055,63974.06640625,3426.258544921875,86.38105010986328
2024-07-19,537.6757202148438,109.23947143554688,41.715816497802734,43.6720085144043,221.72999572753906,26.690000534057617,21.510000228881836,66710.15625,3505.73486328125,85.8727798461914
2024-07-20,,,,,,,,67163.6484375,3519.29541015625,
2024-07-21,,,,,,,,68154.5234375,3536.60546875,
2024-07-22,543.2191162109375,111.82616424560547,41.949462890625,43.39779281616211,221.8000030517578,26.6299991607666,21.600000381469727,67585.25,3440.419921875,85.62324523925781
2024-07-23,542.3670043945312,111.38104248046875,42.02734375,42.70751190185547,222.5800018310547,26.68000030517578,21.440000534057617,65927.671875,3481.995849609375,85.50311279296875
2024-07-24,530.0756225585938,106.77149200439453,41.452964782714844,42.71223831176758,221.8000030517578,26.43000030517578,21.40999984741211,65372.1328125,3336.33935546875,84.57893371582031
